"judge","crtpoint","numjudge","circuit","state","statdist","month","year","libcon","apyear","party","gender","race","dem_appointed","admin"
5057,83,1,5,1,14,9,1973,1,1966,1,1,1,1,0
5124,191,3,5,43,434,8,1973,0,1962,1,1,1,1,0
7006,204,1,7,14,141,10,1973,1,1962,1,1,1,1,0
2081,108,3,2,7,71,10,1973,0,1971,1,1,1,0,0
88033,230,15,88,55,551,10,1973,1,1971,0,1,1,0,0
4027,63,1,4,40,403,9,1973,1,1964,1,1,1,1,0
4027,63,1,4,40,403,9,1973,1,1964,1,1,1,1,0
9012,193,8,9,5,51,2,1972,1,1958,0,1,1,0,0
88038,230,15,88,55,551,10,1973,1,1966,0,1,1,1,0
88011,230,15,88,55,551,11,1973,1,1967,1,1,1,1,0
3070,173,16,3,38,381,10,1973,1,1971,0,1,1,0,0
2041,159,26,2,32,322,9,1973,1,1965,1,1,1,1,0
6075,121,1,6,42,421,5,1973,0,1950,1,1,1,1,0
6075,121,1,6,42,421,7,1973,0,1950,1,1,1,1,0
4042,82,1,4,48,481,11,1973,1,1965,1,1,1,1,0
9057,131,15,9,5,54,11,1973,0,1965,1,1,1,1,0
1004,34,6,1,21,211,12,1973,1,1961,0,1,1,1,0
2047,159,26,2,32,322,11,1973,1,1971,0,1,1,0,0
3080,237,2,3,8,81,12,1973,0,1970,0,1,1,0,0
3015,152,3,3,30,301,10,1973,1,1962,1,1,1,1,0
8047,120,4,8,25,252,11,1973,0,1962,1,1,1,1,0
5078,218,2,5,9,92,1,1973,1,1967,1,1,1,1,0
5018,111,6,5,43,432,1,1974,0,1970,1,1,1,0,0
6088,74,8,6,22,221,1,1974,1,1970,0,1,1,0,0
88033,230,15,88,55,551,1,1974,0,1971,0,1,1,0,0
5144,165,2,5,9,92,2,1974,1,1961,1,1,1,1,0
9102,131,16,9,5,54,1,1974,0,1967,1,1,1,1,0
7012,136,1,7,49,492,3,1974,1,1965,1,1,1,1,0
6075,121,1,6,42,421,10,1973,0,1950,1,1,1,1,0
2103,159,26,2,32,322,1,1974,1,1950,1,1,1,1,0
2007,108,2,2,7,71,2,1974,1,1961,1,1,1,1,0
1037,34,6,1,21,211,3,1974,0,1973,0,1,1,0,0
9078,131,16,9,5,54,3,1974,0,1971,0,1,1,0,0
5078,218,2,5,9,92,3,1974,1,1967,1,1,1,1,0
10046,72,4,10,6,61,2,1974,0,1970,0,1,1,0,0
88034,230,15,88,55,551,2,1974,0,1966,1,1,2,1,0
88033,230,15,88,55,551,6,1973,0,1971,0,1,1,0,0
10013,163,3,10,36,363,3,1974,1,1962,1,1,1,1,0
4048,21,7,4,20,201,4,1974,0,1971,0,1,1,0,0
7010,55,12,7,13,131,3,1974,0,1963,0,1,1,1,0
10049,72,4,10,6,61,5,1974,0,1974,0,1,1,0,0
8006,120,4,8,25,252,1,1974,1,1965,1,1,1,1,0
5079,197,1,5,10,103,4,1974,1,1968,1,1,1,1,0
6046,59,6,6,35,351,1,1974,0,1967,1,1,1,1,0
9040,125,1,9,28,281,4,1974,1,1962,1,1,1,1,0
10041,222,1,10,16,161,3,1974,1,1962,0,1,1,1,0
2033,40,1,2,32,324,5,1974,1,1967,1,1,1,1,0
2041,159,26,2,32,322,4,1974,1,1965,1,1,1,1,0
2081,108,3,2,7,71,5,1974,0,1971,1,1,1,0,0
88010,230,15,88,55,551,6,1974,1,1965,0,1,1,1,0
5054,157,9,5,18,181,6,1974,0,1971,0,1,1,0,0
2055,37,8,2,32,323,4,1974,1,1968,0,1,1,1,0
88031,230,15,88,55,551,6,1974,0,1968,1,1,1,1,0
9139,193,9,9,5,51,6,1974,0,1971,0,1,1,0,0
2070,159,26,2,32,322,6,1974,1,1959,0,1,1,0,0
3044,84,2,3,38,383,6,1974,1,1970,0,1,1,0,0
2040,6,1,2,32,321,5,1974,1,1949,3,1,1,1,0
8013,214,1,8,23,231,8,1974,0,1955,0,1,1,0,0
9029,131,16,9,5,54,12,1973,0,1962,1,1,1,1,0
8024,91,1,8,15,152,2,1974,0,1962,0,1,1,1,0
5073,102,1,5,24,241,7,1974,0,1968,1,1,1,1,0
8034,143,2,8,23,231,8,1974,1,1966,1,1,1,1,0
2094,159,26,2,32,322,7,1974,1,1972,0,1,1,0,0
10027,7,3,10,31,311,11,1973,0,1970,0,1,1,0,0
7071,105,1,7,14,141,8,1974,0,1973,0,1,1,0,0
7010,55,12,7,13,131,7,1974,1,1963,0,1,1,1,0
6057,151,2,6,42,422,8,1974,0,1970,0,1,1,0,0
1002,66,2,1,29,291,8,1974,1,1968,1,1,1,1,0
88031,230,15,88,55,551,9,1974,1,1968,1,1,1,1,0
7032,55,12,7,13,131,5,1973,1,1970,0,1,1,0,0
4075,21,7,4,20,201,9,1974,1,1971,0,1,1,0,0
9050,131,16,9,5,54,7,1972,0,1966,0,1,1,1,0
88033,230,15,88,55,551,9,1974,1,1971,0,1,1,0,0
3070,173,16,3,38,381,7,1974,0,1971,0,1,1,0,0
3070,173,16,3,38,381,9,1974,1,1971,0,1,1,0,0
88033,230,15,88,55,551,8,1974,0,1971,0,1,1,0,0
9124,192,5,9,5,52,10,1974,1,1970,0,1,1,0,0
4062,185,2,4,46,462,9,1974,1,1972,0,1,1,0,0
2085,159,26,2,32,322,10,1974,1,1971,0,1,2,0,0
88040,230,15,88,55,551,10,1974,1,1967,1,1,2,1,0
6032,46,1,6,17,171,11,1974,1,1972,0,1,1,0,0
88010,230,15,88,55,551,7,1974,1,1965,0,1,1,1,0
2118,37,8,2,32,323,12,1974,0,1974,0,1,1,0,0
4019,180,1,4,33,331,2,1974,0,1970,0,1,1,0,0
3010,51,1,3,52,521,12,1974,1,1969,0,1,1,0,0
88038,230,15,88,55,551,6,1975,1,1966,0,1,1,1,0
88009,230,15,88,55,551,6,1975,1,1971,0,1,1,0,0
1030,178,2,1,39,391,3,1974,1,1966,1,1,1,1,0
2080,37,8,2,32,323,1,1975,0,1971,0,1,1,0,0
4075,21,7,4,20,201,1,1975,0,1971,0,1,1,0,0
3073,175,8,3,38,383,12,1974,1,1962,1,1,1,1,0
88011,230,15,88,55,551,12,1974,0,1967,1,1,1,1,0
88011,230,15,88,55,551,7,1974,0,1967,1,1,1,1,0
5090,141,5,5,9,93,12,1974,1,1965,1,1,1,1,0
3067,236,1,3,38,382,1,1975,1,1970,0,1,1,0,0
88009,230,15,88,55,551,12,1974,1,1971,0,1,1,0,0
88011,230,15,88,55,551,2,1975,1,1967,0,1,1,1,0
5043,15,6,5,10,101,2,1975,1,1967,1,1,1,1,0
5090,141,5,5,9,93,2,1975,1,1965,1,1,1,1,0
1004,34,6,1,21,211,3,1975,1,1961,0,1,1,1,0
7048,142,3,7,49,491,3,1975,1,1965,1,1,1,1,0
9069,110,2,9,11,111,12,1974,0,1972,0,1,1,0,0
2102,159,24,2,32,322,2,1975,1,1972,0,1,1,0,0
4023,101,1,4,33,332,2,1975,0,1964,1,1,1,1,0
2007,108,3,2,7,71,12,1974,0,1961,1,1,1,1,0
5099,111,5,5,43,432,2,1975,0,1962,1,1,1,1,0
2037,159,24,2,32,322,12,1974,0,1972,0,1,1,0,0
88038,230,15,88,55,551,3,1975,1,1966,0,1,1,1,0
2004,37,8,2,32,323,1,1975,1,1959,0,1,1,0,0
5043,15,6,5,10,101,3,1975,1,1967,1,1,1,1,0
7070,55,11,7,13,131,6,1974,1,1973,0,1,1,0,0
3044,84,2,3,38,382,2,1975,0,1970,0,1,1,0,0
5099,111,5,5,43,432,3,1975,1,1962,1,1,1,1,0
9044,224,2,9,3,31,4,1975,1,1970,0,1,1,0,0
9152,193,8,9,5,51,2,1975,0,1974,1,1,1,0,0
8067,213,4,8,25,251,3,1975,0,1970,0,1,1,0,0
9024,174,3,9,3,31,4,1975,1,1966,1,1,1,1,0
5161,202,1,5,18,183,4,1975,1,1974,0,1,1,0,0
6040,74,8,6,22,221,3,1975,1,1970,0,0,1,0,0
88034,230,15,88,55,551,3,1975,1,1966,1,1,2,1,0
7033,55,11,7,13,131,4,1975,1,1972,0,1,1,0,0
6012,251,1,6,35,351,5,1975,0,1971,0,1,1,0,0
88017,230,15,88,55,551,5,1975,1,1962,1,1,1,1,0
88031,230,15,88,55,551,4,1975,0,1968,1,1,1,1,0
1002,66,1,1,29,291,3,1975,1,1968,1,1,1,1,0
2009,159,24,2,32,322,5,1975,0,1961,1,1,1,1,0
8034,143,2,8,23,231,10,1974,1,1966,1,1,1,1,0
2060,159,24,2,32,322,4,1975,1,1972,0,1,1,0,0
4035,153,1,4,33,331,5,1975,1,1961,1,1,1,1,0
2041,159,24,2,32,322,5,1975,0,1965,1,1,1,1,0
8030,120,4,8,25,252,5,1975,0,1965,1,1,1,1,0
9004,28,1,9,26,261,5,1975,0,1969,0,1,1,0,0
7012,136,1,7,49,492,6,1975,1,1965,1,1,1,1,0
2094,159,24,2,32,322,6,1975,1,1972,0,1,1,0,0
88031,230,15,88,55,551,6,1975,1,1968,1,1,1,1,0
7018,142,3,7,49,491,6,1975,0,1967,1,1,1,1,0
1030,178,2,1,39,391,7,1975,1,1966,1,1,1,1,0
9077,131,15,9,5,54,4,1975,1,1971,0,1,1,0,0
5062,15,6,5,10,101,5,1975,0,1968,1,1,1,1,0
1037,34,6,1,21,211,7,1975,0,1973,1,1,1,0,0
9120,193,7,9,5,51,7,1975,1,1959,0,1,1,0,0
4035,153,1,4,33,331,7,1975,1,1961,1,1,1,1,0
5140,191,3,5,43,434,7,1975,0,1970,0,1,1,0,0
88017,230,15,88,55,551,8,1975,1,1962,1,1,1,1,0
3048,237,3,3,8,81,7,1975,0,1968,1,1,1,1,0
7014,105,1,7,14,141,5,1975,1,1962,0,1,1,1,0
1016,176,1,1,19,191,8,1975,0,1957,0,1,1,0,0
4034,49,3,4,48,482,8,1975,1,1970,0,1,1,0,0
88015,230,15,88,55,551,8,1975,0,1959,0,1,1,0,0
4046,21,7,4,20,201,3,1975,0,1970,0,1,1,0,0
9104,193,7,9,5,51,7,1975,1,1971,1,1,1,0,0
5098,114,1,5,24,242,8,1975,0,1968,1,1,1,1,0
8013,214,2,8,23,231,10,1975,1,1955,0,1,1,0,0
4035,153,1,4,33,331,10,1975,1,1961,1,1,1,1,0
4042,82,1,4,48,481,10,1975,1,1965,1,1,1,1,0
6001,132,2,6,17,172,7,1975,1,1971,0,1,1,0,0
88010,230,15,88,55,551,4,1975,0,1965,1,1,1,1,0
8034,143,2,8,23,231,8,1975,1,1966,1,1,1,1,0
4075,21,7,4,20,201,4,1975,0,1971,0,1,1,0,0
2120,159,24,2,32,322,10,1975,0,1974,0,1,1,0,0
88033,230,15,88,55,551,10,1975,0,1971,0,1,1,0,0
1002,66,1,1,29,291,10,1975,1,1968,1,1,1,1,0
3053,173,17,3,38,381,11,1975,0,1961,1,1,1,1,0
2024,108,3,2,7,71,10,1975,0,1961,1,1,1,1,0
9040,125,1,9,28,281,10,1975,0,1962,1,1,1,1,0
9138,131,14,9,5,54,11,1975,0,1969,0,1,2,0,0
8030,120,4,8,25,251,7,1975,1,1965,1,1,1,1,0
3048,237,3,3,8,81,10,1975,0,1968,1,1,1,1,0
6094,97,2,6,22,222,5,1975,1,1974,0,1,1,0,0
88011,230,15,88,55,551,12,1975,1,1967,1,1,1,1,0
88004,230,15,88,55,551,10,1975,1,1965,1,1,2,1,0
8047,120,4,8,25,252,12,1975,1,1962,1,1,1,1,0
10049,72,4,10,6,61,1,1976,0,1974,0,1,1,0,0
2063,159,26,2,32,322,1,1976,1,1968,1,1,1,1,0
4062,185,2,4,46,462,11,1975,1,1972,0,1,1,0,0
6059,100,1,6,42,421,10,1974,0,1962,1,1,1,1,0
9004,28,1,9,26,261,1,1976,0,1969,0,1,1,0,0
9004,28,1,9,26,261,9,1975,0,1969,0,1,1,0,0
8006,120,4,8,25,252,12,1975,0,1965,1,1,1,1,0
8060,73,1,8,15,152,1,1976,0,1971,0,1,1,0,0
6035,74,9,6,22,221,1,1976,0,1972,0,1,1,0,0
2085,159,26,2,32,322,3,1976,1,1971,0,1,2,0,0
7018,142,3,7,49,491,2,1976,0,1967,1,1,1,1,0
7018,142,3,7,49,491,1,1976,1,1967,1,1,1,1,0
88033,230,15,88,55,551,2,1976,1,1971,0,1,1,0,0
8024,91,1,8,15,152,3,1976,1,1962,1,1,1,1,0
88010,230,15,88,55,551,2,1976,1,1965,0,1,1,1,0
4081,184,2,4,46,461,3,1976,0,1974,0,1,1,0,0
88031,230,15,88,55,551,3,1976,1,1968,1,1,1,1,0
88012,230,15,88,55,551,2,1975,1,1968,1,1,1,1,0
88012,230,15,88,55,551,3,1976,1,1968,1,1,1,1,0
6059,100,1,6,42,421,1,1974,1,1962,1,1,1,1,0
6059,100,1,6,42,421,1,1974,1,1962,1,1,1,1,0
6059,100,1,6,42,421,3,1974,1,1962,1,1,1,1,0
88037,230,15,88,55,551,12,1975,0,1957,0,1,1,0,0
88038,230,15,88,55,551,4,1976,1,1966,0,1,1,1,0
2094,159,26,2,32,322,3,1976,1,1972,0,1,1,0,0
5058,30,4,5,1,11,4,1976,1,1973,3,1,1,0,0
88034,230,15,88,55,551,3,1976,1,1966,1,1,2,1,0
3067,236,1,3,38,382,5,1976,0,1970,0,1,1,0,0
7072,142,3,7,49,491,5,1976,1,1974,0,1,1,0,0
6086,53,1,6,42,421,5,1976,1,1961,1,1,1,1,0
88033,230,15,88,51,511,5,1976,1,1971,0,1,1,0,0
3100,152,5,3,30,301,7,1975,0,1973,0,1,1,0,0
8037,213,4,8,25,251,4,1976,1,1962,1,1,1,1,0
4042,82,1,4,48,481,5,1976,0,1965,1,1,1,1,0
2041,159,26,2,32,322,5,1976,0,1965,1,1,1,1,0
6059,100,1,6,42,421,4,1976,1,1962,1,1,1,1,0
1002,66,1,1,29,291,5,1976,0,1968,1,1,1,1,0
8030,120,4,8,25,252,6,1976,1,1965,1,1,1,1,0
8079,164,2,8,27,271,6,1976,1,1973,0,1,1,0,0
9026,174,3,9,3,31,6,1976,0,1963,1,1,1,1,0
2070,159,26,2,32,322,6,1976,1,1959,0,1,1,0,0
88031,230,15,88,55,551,7,1976,1,1968,1,1,1,1,0
88031,230,15,88,55,551,7,1976,1,1968,1,1,1,1,0
8032,143,2,8,23,231,2,1976,1,1961,1,1,1,1,0
9158,206,1,9,47,471,3,1976,0,1972,0,1,1,0,0
8078,213,4,8,25,251,7,1976,1,1973,0,1,1,0,0
9086,33,2,9,12,121,7,1976,1,1964,1,1,1,1,0
5050,15,5,5,10,101,7,1976,0,1971,0,1,1,0,0
88037,230,15,88,55,551,6,1976,1,1957,0,1,1,0,0
8013,214,2,8,23,231,7,1976,1,1955,0,1,1,0,0
8013,214,2,8,23,231,8,1976,0,1955,0,1,1,0,0
88012,230,15,88,55,551,7,1976,1,1968,1,1,1,1,0
7012,136,1,7,49,492,7,1976,0,1965,1,1,1,1,0
5050,15,5,5,10,101,4,1976,1,1971,0,1,1,0,0
6066,74,9,6,22,221,4,1976,0,1970,0,1,1,0,0
2041,159,26,2,32,322,7,1976,1,1965,1,1,1,1,0
3067,236,1,3,38,382,8,1976,1,1970,0,1,1,0,0
6012,251,1,6,35,351,9,1976,0,1971,0,1,1,0,0
3070,173,17,3,38,381,7,1976,0,1971,0,1,1,0,0
9069,110,2,9,11,111,8,1976,0,1972,0,1,1,0,0
88004,230,15,88,55,551,8,1976,1,1965,1,1,2,1,0
6075,121,1,6,42,421,5,1976,0,1950,1,1,1,1,0
4044,184,2,4,46,461,8,1976,1,1967,1,1,1,1,0
9104,193,9,9,5,51,9,1976,0,1971,1,1,1,0,0
7048,142,3,7,49,491,10,1976,1,1965,1,1,1,1,0
88004,230,15,88,55,551,9,1976,1,1965,1,1,2,1,0
9004,28,1,9,26,261,7,1976,0,1969,0,1,1,0,0
9127,12,2,9,2,21,8,1976,1,1966,0,1,1,1,0
88004,230,15,88,55,551,9,1976,1,1965,1,1,2,1,0
3104,173,17,3,38,381,10,1976,0,1973,0,1,1,0,0
88029,230,15,88,55,551,2,1974,0,1969,0,1,2,0,0
88015,230,15,88,55,551,10,1976,1,1959,0,1,1,0,0
8034,143,2,8,23,231,3,1976,1,1966,1,1,1,1,0
2037,159,26,2,32,322,7,1976,0,1972,0,1,1,0,0
5053,38,1,5,43,432,9,1976,1,1961,1,1,3,1,0
8013,214,2,8,23,231,11,1976,1,1955,0,1,1,0,0
10015,163,3,10,36,364,12,1976,1,1965,1,1,1,1,0
6092,25,1,6,22,221,12,1976,0,1973,0,1,1,0,0
4044,184,2,4,46,461,2,1976,1,1967,1,1,1,1,0
5157,157,9,5,18,181,12,1976,0,1976,0,1,1,0,0
6090,65,2,6,35,352,5,1976,1,1974,0,1,2,0,0
2113,40,2,2,32,324,12,1976,0,1975,0,1,1,0,0
5050,15,5,5,10,101,1,1977,0,1971,0,1,1,0,0
9040,125,1,9,28,281,11,1976,0,1962,1,1,1,1,0
8077,214,2,8,23,231,1,1977,1,1975,0,1,1,0,0
88012,230,14,88,55,551,7,1975,0,1968,1,1,1,1,0
88012,230,14,88,55,551,10,1975,1,1968,1,1,1,1,0
88040,230,14,88,55,551,12,1976,0,1967,1,1,2,1,0
3109,175,4,3,38,383,1,1977,1,1973,0,1,1,0,0
5157,157,9,5,18,181,2,1977,1,1976,0,1,1,0,0
88031,230,14,88,55,551,2,1977,0,1968,1,1,1,1,0
9123,183,1,9,28,281,3,1977,0,1963,1,1,1,1,0
1030,178,1,1,39,391,3,1977,0,1966,1,1,1,1,0
88011,230,14,88,55,551,3,1977,1,1967,1,1,1,1,0
3080,237,3,3,8,81,3,1977,0,1970,0,1,1,0,0
6059,100,1,6,42,421,8,1976,1,1962,1,1,1,1,0
5144,165,2,5,9,92,2,1977,0,1961,1,1,1,1,0
9113,177,3,9,37,371,3,1977,0,1972,0,1,1,0,0
5031,67,1,5,43,432,10,1976,0,1970,0,1,1,0,0
4040,50,1,4,33,333,3,1977,1,1968,1,1,1,1,0
9139,194,2,9,5,51,4,1977,0,1971,0,1,1,0,0
2113,40,2,2,32,324,5,1977,1,1975,0,1,1,0,0
6093,59,5,6,35,351,1,1977,1,1976,0,1,1,0,0
88033,230,13,88,55,551,5,1977,1,1971,0,1,1,0,0
8013,214,2,8,23,231,5,1977,0,1955,0,1,1,0,0
9152,193,9,9,5,51,4,1977,1,1974,1,1,1,0,0
2028,37,6,2,32,323,4,1977,0,1971,0,1,1,0,0
88033,230,14,88,55,551,5,1977,1,1971,0,1,1,0,0
9056,131,16,9,5,54,6,1977,0,1966,1,1,1,1,0
7048,142,3,7,49,491,7,1977,1,1965,1,1,1,1,0
5072,226,1,5,43,433,5,1977,1,1968,1,1,1,1,0
88011,230,14,88,55,551,5,1977,0,1967,1,1,1,1,0
88037,230,14,88,55,551,6,1977,1,1957,0,1,1,0,0
4011,48,3,4,40,403,6,1977,0,1971,0,1,1,0,0
5122,1,1,5,24,241,3,1977,1,1968,1,1,1,1,0
4040,50,1,4,33,333,7,1977,0,1968,1,1,1,1,0
6039,74,9,6,22,221,1,1977,1,1967,1,1,2,1,0
9113,177,3,9,37,371,7,1977,1,1972,0,1,1,0,0
4023,101,1,4,33,332,7,1977,0,1964,1,1,1,1,0
6075,121,1,6,42,421,5,1977,0,1950,1,1,1,1,0
3048,237,3,3,8,81,8,1977,0,1968,1,1,1,1,0
88015,230,14,88,55,551,9,1977,1,1959,0,1,1,0,0
7072,142,3,7,49,491,9,1977,0,1974,0,1,1,0,0
9157,110,2,9,11,111,9,1977,1,1975,1,1,4,0,0
9004,28,1,9,26,261,9,1977,0,1969,0,1,1,0,0
88031,230,14,88,55,551,9,1977,1,1968,1,1,1,1,0
3008,173,15,3,38,381,9,1977,0,1971,0,1,1,0,0
88040,230,14,88,55,551,8,1977,1,1967,1,1,2,1,0
3048,237,3,3,8,81,9,1977,0,1968,1,1,1,1,0
6052,140,3,6,42,423,11,1976,1,1966,1,1,1,1,0
2113,40,2,2,32,324,10,1977,0,1975,0,1,1,0,0
3086,173,15,3,38,381,1,1977,1,1970,0,1,1,0,0
8047,120,4,8,25,252,11,1977,0,1962,1,1,1,1,0
7063,207,1,7,13,132,9,1977,1,1976,0,1,1,0,0
9102,131,15,9,5,54,7,1977,0,1967,1,1,1,1,0
88009,230,14,88,55,551,6,1977,1,1971,0,1,1,0,0
10016,72,4,10,6,61,11,1977,1,1971,0,1,1,0,0
88031,230,14,88,55,551,11,1977,1,1968,1,1,1,1,0
7048,142,3,7,49,491,12,1977,1,1965,1,1,1,1,0
88033,230,14,88,55,551,12,1977,1,1971,0,1,1,0,0
1004,34,5,1,21,211,12,1977,1,1961,0,1,1,1,0
88005,230,14,88,55,551,10,1977,1,1965,1,1,1,1,0
4034,49,2,4,48,482,12,1977,1,1970,0,1,1,0,0
2021,159,25,2,32,322,1,1978,1,1972,1,1,2,0,1
5140,191,3,5,43,434,11,1977,1,1970,0,1,1,0,0
6057,151,1,6,42,422,12,1977,1,1970,0,1,1,0,0
3048,237,3,3,8,81,12,1977,0,1968,1,1,1,1,0
6008,140,3,6,42,423,1,1978,1,1961,1,1,1,1,1
7048,142,3,7,49,491,1,1978,1,1965,1,1,1,1,1
9079,189,2,9,5,53,1,1978,1,1961,1,1,1,1,1
2021,159,25,2,32,322,2,1978,1,1972,1,1,2,0,1
4023,101,1,4,33,332,2,1978,0,1964,1,1,1,1,1
88009,230,13,88,55,551,6,1977,1,1971,0,1,1,0,0
88009,230,13,88,55,551,12,1977,0,1971,0,1,1,0,0
6066,74,7,6,22,221,6,1978,0,1970,0,1,1,0,1
88048,230,13,88,55,551,1,1978,1,1977,1,1,1,1,1
4044,184,2,4,46,461,2,1978,0,1967,1,1,1,1,1
3067,236,1,3,38,382,1,1978,0,1970,0,1,1,0,1
2116,246,1,2,32,321,2,1978,0,1976,0,1,1,0,1
2123,36,1,2,7,71,2,1978,0,1977,1,1,1,1,1
8077,214,2,8,23,231,3,1978,0,1975,0,1,1,0,1
88034,230,14,88,55,551,3,1978,0,1966,1,1,2,1,1
8045,203,1,8,41,411,3,1978,0,1965,1,1,1,1,1
9040,125,1,9,28,281,11,1977,1,1962,1,1,1,1,0
5125,26,2,5,43,433,2,1978,1,1970,0,1,1,0,1
9127,12,2,9,2,21,3,1978,0,1966,0,1,1,1,1
5007,171,1,5,9,91,2,1978,0,1967,1,1,1,1,1
88029,230,14,88,55,551,3,1978,0,1969,0,1,2,0,1
3069,198,1,3,38,382,10,1977,1,1963,1,1,1,1,0
2116,246,1,2,32,321,4,1978,0,1976,0,1,1,0,1
88009,230,14,88,55,551,4,1978,0,1971,0,1,1,0,1
7048,142,3,7,49,491,4,1978,1,1965,1,1,1,1,1
8077,214,2,8,23,231,4,1978,0,1975,0,1,1,0,1
1045,34,6,1,21,211,5,1978,0,1978,1,1,1,1,1
8083,120,4,8,25,252,5,1978,0,1977,1,1,1,1,1
3008,173,13,3,38,381,4,1978,0,1971,0,1,1,0,1
5073,102,1,5,24,241,4,1978,1,1968,1,1,1,1,1
10013,163,3,10,36,365,10,1977,1,1962,1,1,1,1,0
5212,124,1,5,18,183,6,1978,0,1977,1,1,1,1,1
88033,230,13,88,55,551,5,1978,1,1971,0,1,1,0,1
2033,40,2,2,32,324,5,1978,0,1967,1,1,1,1,1
9114,145,1,9,26,261,6,1978,0,1966,1,1,1,1,1
7018,142,3,7,49,491,6,1978,0,1967,1,1,1,1,1
88038,230,13,88,55,551,4,1978,1,1966,0,1,1,1,1
88040,230,14,88,55,551,6,1978,1,1967,1,1,2,1,1
4044,184,2,4,46,461,6,1978,0,1967,1,1,1,1,1
9066,131,15,9,5,54,11,1977,1,1970,0,1,1,0,0
88011,230,13,88,55,551,5,1978,0,1967,1,1,1,1,1
5140,191,3,5,43,434,6,1978,0,1970,0,1,1,0,1
5134,148,2,5,1,12,6,1978,0,1971,0,1,1,0,1
88031,230,13,88,55,551,6,1978,1,1968,1,1,1,1,1
5061,157,9,5,18,181,5,1978,1,1966,1,1,1,1,1
2111,159,26,2,32,322,6,1978,1,1976,1,1,1,0,1
88031,230,13,88,55,551,8,1978,1,1968,1,1,1,1,1
5212,124,1,5,18,183,8,1978,0,1977,1,1,1,1,1
88009,230,13,88,55,551,8,1978,1,1971,0,1,1,0,1
10016,72,4,10,6,61,9,1978,1,1971,0,1,1,0,1
3004,223,2,3,30,301,6,1978,0,1969,0,1,1,0,1
8079,164,2,8,27,271,7,1978,1,1973,0,1,1,0,1
3101,44,2,3,30,301,9,1978,0,1975,0,1,1,0,1
2063,159,26,2,32,322,9,1978,1,1968,1,1,1,1,1
3067,236,1,3,38,382,7,1978,0,1970,0,1,1,0,1
4011,63,2,4,40,403,7,1978,1,1971,0,1,1,0,1
2129,159,26,2,32,322,8,1978,1,1978,1,1,1,1,1
8045,203,1,8,41,411,9,1978,0,1965,1,1,1,1,1
88011,230,13,88,55,551,9,1978,0,1967,1,1,1,1,1
88012,230,13,88,55,551,6,1978,1,1968,1,1,1,1,1
88010,230,13,88,55,551,7,1978,0,1965,0,1,1,1,1
88033,230,13,88,55,551,10,1978,0,1971,0,1,1,0,1
6069,71,1,6,35,352,10,1978,0,1971,0,1,1,0,1
4048,21,7,4,20,201,10,1978,1,1971,0,1,1,0,1
5212,124,1,5,18,183,11,1978,0,1977,1,1,1,1,1
2129,159,25,2,32,322,8,1978,1,1978,1,1,1,1,1
2080,37,8,2,32,323,7,1978,0,1971,0,1,1,0,1
88029,230,13,88,55,551,10,1978,1,1969,0,1,2,0,1
6090,65,2,6,35,352,1,1978,0,1974,0,1,2,0,1
6090,65,2,6,35,352,3,1978,0,1974,0,1,2,0,1
88012,230,13,88,55,551,4,1978,0,1968,1,1,1,1,1
88012,230,13,88,51,511,4,1978,1,1968,1,1,1,1,1
7018,142,3,7,49,491,11,1978,1,1967,1,1,1,1,1
3044,84,2,3,38,383,8,1978,1,1970,0,1,1,0,1
3008,173,15,3,38,381,11,1978,1,1971,0,1,1,0,1
2130,37,8,2,32,323,11,1978,1,1977,1,1,1,1,1
5150,68,3,5,43,431,10,1978,1,1975,0,1,1,0,1
2116,246,1,2,32,321,8,1978,1,1976,0,1,1,0,1
7034,55,13,7,13,131,11,1978,0,1971,0,1,1,0,1
5101,135,1,5,10,102,12,1978,1,1972,0,1,1,0,1
2113,40,2,2,32,324,12,1978,1,1975,0,1,1,0,1
3008,173,15,3,38,381,12,1978,0,1971,0,1,1,0,1
8005,181,1,8,41,411,12,1978,0,1970,0,1,1,0,1
5022,157,9,5,18,181,10,1978,0,1966,1,1,1,1,1
9127,12,2,9,2,21,11,1978,0,1966,0,1,1,1,1
9096,193,10,9,5,51,10,1978,1,1966,1,1,1,1,1
3039,182,2,3,38,381,8,1978,1,1970,0,1,1,0,1
6066,74,9,6,22,221,9,1978,1,1970,0,1,1,0,1
3085,182,2,3,38,381,1,1979,1,1967,1,1,1,1,1
2121,155,1,2,7,71,12,1978,0,1978,1,0,1,1,1
6092,25,1,6,22,221,4,1978,0,1973,0,1,1,0,1
5212,124,1,5,18,183,2,1979,0,1977,1,1,1,1,1
8012,164,2,8,27,271,2,1979,0,1971,0,1,1,0,1
2033,40,2,2,32,324,2,1979,1,1967,1,1,1,1,1
6057,151,2,6,42,422,1,1979,0,1970,0,1,1,0,1
3039,182,2,3,38,381,11,1978,1,1970,0,1,1,0,1
6075,121,1,6,42,421,11,1977,1,1950,1,1,1,1,0
3106,152,4,3,30,301,1,1979,1,1974,1,1,1,0,1
8012,164,2,8,27,271,2,1979,0,1971,0,1,1,0,1
5144,165,2,5,9,92,12,1978,0,1961,1,1,1,1,1
1004,34,9,1,21,211,3,1979,1,1961,0,1,1,1,1
6092,25,1,6,22,221,4,1978,1,1973,0,1,1,0,1
5073,102,1,5,24,241,3,1979,0,1968,1,1,1,1,1
